Pk,Tm,Player,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48
10,LAL,Andrew Bynum,0.556,0.111,0.69,25.6,11.5,7.7,1.2,37.4,0.168
11,ORL,Fran Vazquez,,,,,,,,,
12,LAC,Yaroslav Korolev,0.283,0.25,0.625,4.9,1.1,0.5,0.4,-0.1,-0.024
13,CHA,Sean May,0.458,0.231,0.746,15.7,6.9,4,1,2.6,0.068
14,MIN,Rashad McCants,0.431,0.368,0.741,20.2,10,2,1.3,3.6,0.035
15,NJN,Antoine Wright,0.412,0.304,0.674,19.2,5.4,2.3,1,3.1,0.026
16,TOR,Joey Graham,0.483,0.3,0.815,16.2,5.9,2.8,0.5,7.8,0.061
17,IND,Danny Granger,0.435,0.381,0.849,32.1,17.4,5.1,1.9,47.9,0.129
18,BOS,Gerald Green,0.427,0.371,0.821,20,9.9,2.5,1,10.8,0.071
19,MEM,Hakim Warrick,0.49,0.191,0.726,20.2,9.4,4,0.8,20.4,0.092
20,DEN,Julius Hodge,0.44,,0.5,4.3,1.2,0.7,0.8,0,0.003
21,PHO,Nate Robinson,0.426,0.363,0.8,23,11.4,2.4,3,27.6,0.099
22,DEN,Jarrett Jack,0.445,0.355,0.851,27.9,10.8,2.8,4.3,32.5,0.08
23,SAC,Francisco Garcia,0.43,0.361,0.802,21.7,8,2.6,1.4,18.4,0.076
24,HOU,Luther Head,0.423,0.388,0.773,22.4,8.2,2.4,2.1,14.7,0.09
25,SEA,Johan Petro,0.462,0.154,0.678,15.4,4.7,3.9,0.5,5.5,0.037
26,DET,Jason Maxiell,0.501,0,0.563,18.8,5.8,4.2,0.4,19,0.086
27,POR,Linas Kleiza,0.435,0.335,0.763,20,8.7,3.6,0.8,13.6,0.08
28,SAS,Ian Mahinmi,0.508,0,0.652,14.4,4.3,3.4,0.3,12,0.127
29,MIA,Wayne Simien,0.469,,0.854,9.9,3.3,1.9,0.2,0.9,0.083
30,NYK,David Lee,0.534,0.038,0.78,32.5,15.2,9.8,2.4,64.1,0.146
31,ATL,Salim Stoudamire,0.407,0.366,0.882,17,8,1.4,1,2.2,0.04
32,LAC,Daniel Ewing,0.389,0.295,0.78,13.3,3.4,1.2,1.4,0.8,0.024
33,NOH,Brandon Bass,0.491,0.087,0.835,22.4,8.8,4.7,0.7,31.3,0.119
34,UTA,C.J. Miles,0.418,0.346,0.806,19.6,8.9,2.2,1.2,15.3,0.073
35,POR,Ricky Sanchez,,,,,,,,,
36,MIL,Ersan Ilyasova,0.443,0.364,0.792,24,10.5,6.2,1.1,25.6,0.127
37,LAL,Ronny Turiaf,0.533,0,0.636,17,4.7,3.7,1.3,19.3,0.115
38,ORL,Travis Diener,0.388,0.353,0.847,14.9,4.8,1.4,2.4,5.6,0.102
39,LAL,Von Wafer,0.42,0.325,0.751,12.4,5.3,1.2,0.7,3.3,0.064
40,GSW,Monta Ellis,0.455,0.319,0.776,36,19.4,3.7,4.9,33.7,0.074
41,TOR,Roko Ukic,0.387,0.189,0.746,11.6,4,0.9,1.9,-0.2,-0.007
42,GSW,Chris Taft,0.605,,0.167,8.5,2.8,2.1,0.1,0.5,0.155
43,NJN,Mile Ilic,0,,,1.2,0,0.2,0,-0.2,-1.264
44,ORL,Martynas Andriuskevicius,0,,,1.5,0,0.7,0,0,0.155
45,PHI,Louis Williams,0.419,0.341,0.806,22.5,11.4,2,3,30.6,0.116
46,IND,Erazem Lorbek,,,,,,,,,
47,MIN,Bracey Wright,0.405,0.324,0.794,12.5,5,1.5,0.8,0.5,0.068
48,SEA,Mickael Gelabale,0.47,0.316,0.815,16.2,4.6,2.3,0.8,3,0.062
49,WAS,Andray Blatche,0.467,0.237,0.725,22.1,10.1,5.4,1.4,19.2,0.074
50,BOS,Ryan Gomes,0.445,0.349,0.799,27.6,10.1,4.6,1.5,19.4,0.069
51,UTA,Robert Whaley,0.404,,0.5,9.2,2.1,1.9,0.7,0,0.004
52,DEN,Axel Hervelle,,,,,,,,,
53,BOS,Orien Greene,0.387,0.212,0.642,11.9,2.5,1.5,1.2,-0.7,-0.022
54,NYK,Dijon Thompson,0.425,0.308,0.875,5.8,2.8,1.2,0.2,0.2,0.102
55,SEA,Lawrence Roberts,0.452,0,0.688,13.2,3.8,3.6,0.4,2.5,0.106
56,DET,Amir Johnson,0.572,0.313,0.698,22,7.4,5.6,1,34.7,0.146
57,PHO,Marcin Gortat,0.546,0.214,0.673,24.3,9.5,7.4,0.9,33.3,0.147
58,TOR,Uros Slokar,0.538,0.5,0.692,3.6,1.9,0.7,0.1,0.1,0.042
59,ATL,Cenk Akyol,,,,,,,,,
60,DET,Alex Acker,0.37,0.32,0.5,7.8,2.7,1,0.5,-0.2,-0.043
1,TOR,Andrea Bargnani,0.438,0.355,0.825,30.3,15,4.9,1.2,17.8,0.059
2,CHI,LaMarcus Aldridge,0.487,0.227,0.789,35.5,18.9,8.2,2,62,0.143
3,CHA,Adam Morrison,0.373,0.331,0.71,20.4,7.5,2.1,1.4,-1.4,-0.021
4,POR,Tyrus Thomas,0.438,0.235,0.732,19.8,7.7,4.8,0.9,12.9,0.078
5,ATL,Shelden Williams,0.462,0.222,0.74,15.5,4.5,4.3,0.5,9.9,0.085
6,MIN,Brandon Roy,0.459,0.348,0.8,35.5,18.8,4.3,4.7,37.4,0.155
7,BOS,Randy Foye,0.41,0.378,0.855,27.6,11.7,2.3,3.1,22.2,0.069
8,HOU,Rudy Gay,0.451,0.342,0.787,35.9,18.3,5.8,2.2,36.9,0.083
9,GSW,Patrick O'Bryant,0.494,0,0.583,5.8,2.1,1.4,0.3,0.5,0.046
10,SEA,Mouhamed Sene,0.427,,0.589,5.5,2.2,1.6,0,0.3,0.052
11,ORL,J.J. Redick,0.431,0.388,0.885,22.9,9.9,1.8,2,28.5,0.128
12,NOK,Hilton Armstrong,0.501,0.286,0.582,11.6,3,2.6,0.3,3.9,0.055
13,PHI,Thabo Sefolosha,0.441,0.345,0.746,23.4,5.8,3.7,1.5,24.5,0.09
14,UTA,Ronnie Brewer,0.49,0.254,0.675,23,7.8,2.8,1.6,30.4,0.127
15,NOK,Cedric Simmons,0.409,,0.39,9.4,2.2,1.9,0.2,0.1,0.005
16,CHI,Rodney Carney,0.422,0.338,0.704,15.4,5.9,2,0.4,6.2,0.064
17,IND,Shawne Williams,0.407,0.341,0.732,17.4,5.8,3.1,0.7,5.7,0.061
18,WAS,Oleksiy Pecherov,0.386,0.29,0.793,9.4,3.9,2.4,0.2,0.5,0.025
19,SAC,Quincy Douby,0.389,0.312,0.884,10.7,4.1,1.1,0.7,0,0
20,NYK,Renaldo Balkman,0.51,0.172,0.542,13.9,4,3.5,0.6,7.2,0.113
21,PHO,Rajon Rondo,0.475,0.256,0.619,33,11.1,4.6,8.4,45.4,0.129
22,NJN,Marcus Williams,0.386,0.321,0.767,15.2,5.6,1.8,2.8,0,-0.001
23,NJN,Josh Boone,0.544,,0.445,17.5,5.2,4.9,0.5,9.1,0.097
24,MEM,Kyle Lowry,0.42,0.349,0.79,28.8,11.9,3.8,5.4,42.6,0.138
25,CLE,Shannon Brown,0.42,0.331,0.806,17.9,7.7,1.9,1.1,9.2,0.061
26,LAL,Jordan Farmar,0.425,0.375,0.732,19.7,7.9,1.9,2.9,12.9,0.068
27,PHO,Sergio Rodriguez,0.418,0.316,0.748,13.2,4.3,1.3,2.9,3.6,0.046
28,DAL,Maurice Ager,0.339,0.25,0.566,6.2,2.1,0.6,0.2,-0.9,-0.089
29,NYK,Mardy Collins,0.38,0.299,0.599,14.7,3.9,1.8,1.7,-1.6,-0.027
30,POR,Joel Freeland,0.443,0,0.672,11.5,2.9,3.1,0.5,1.8,0.068
31,POR,James White,0.438,0.34,0.676,8.7,2.7,1,0.5,0.8,0.062
32,HOU,Steve Novak,0.44,0.433,0.892,12.9,5,1.3,0.3,14.2,0.126
33,ATL,Solomon Jones,0.467,0.111,0.717,11,3,2.3,0.4,5,0.078
34,LAC,Paul Davis,0.402,0,0.732,8.6,2.6,1.9,0.4,0.5,0.035
35,TOR,P.J. Tucker,0.448,0.366,0.756,25.4,7.3,5.1,1.4,9.4,0.098
36,MIN,Craig Smith,0.553,0.037,0.661,16.9,7.6,3.9,0.8,16,0.113
37,MIN,Bobby Jones,0.442,0.306,0.685,9.5,3.2,1.6,0.5,1.1,0.06
38,GSW,Kosta Perovic,0.3,,0.667,5.4,1.4,1.9,0.1,0,0.06
39,MIL,David Noel,0.367,0.321,0.86,11.6,2.7,1.8,1,0.4,0.024
40,SEA,Denham Brown,,,,,,,,,
41,ORL,James Augustine,0.514,,0.5,5.8,1.6,1.2,0.1,0.3,0.101
42,CLE,Daniel Gibson,0.402,0.407,0.78,23.5,7.8,2,2,16,0.082
43,NOK,Marcus Vinicius,0.457,0.421,0.556,6.6,1.9,0.7,0.3,0.2,0.056
44,ORL,Lior Eliyahu,,,,,,,,,
45,IND,Alexander Johnson,0.517,,0.672,12.8,4.3,2.7,0.3,1.5,0.056
46,UTA,Dee Brown,0.34,0.25,0.643,10.5,2.1,1,1.8,0.1,0.008
47,UTA,Paul Millsap,0.506,0.332,0.724,28.3,13.1,7.2,1.9,55.2,0.151
48,WAS,Vladimir Veremeenko,,,,,,,,,
49,DEN,Leon Powe,0.515,0,0.682,13.9,6.2,3.8,0.3,12,0.174
50,CHA,Ryan Hollins,0.577,0,0.658,11.9,3.8,2.1,0.3,8.5,0.078
51,LAL,Cheikh Samb,0.25,0,0.444,5.2,1,1.4,0,-0.1,-0.056
52,LAC,Guillermo Diaz,0.25,0,0.6,3,0.8,0.3,0.2,0,0.033
53,SEA,Yotam Halperin,,,,,,,,,
54,NJN,Hassan Adams,0.534,0,0.643,7.5,2.5,1.2,0.2,0.8,0.072
55,CLE,Ejike Ugboaja,,,,,,,,,
56,TOR,Edin Bavcic,,,,,,,,,
57,MIN,Loukas Mavrokefalidis,,,,,,,,,
58,DAL,J.R. Pinnock,,,,,,,,,
59,SAS,Damir Markota,0.365,0.375,0.636,5.7,1.7,1,0.2,-0.2,-0.07
60,DET,Will Blalock,0.3,0.2,1,11.9,1.8,1.1,1.2,-0.1,-0.032
1,POR,Greg Oden,0.574,,0.658,19.3,8,6.2,0.5,7.3,0.174
2,SEA,Kevin Durant,0.479,0.377,0.882,38.2,27.4,6.9,3.5,88.6,0.205
3,ATL,Al Horford,0.54,0.333,0.736,34.2,14,9.5,2.6,46.5,0.153
4,MEM,Mike Conley,0.441,0.373,0.794,32.7,13.1,2.8,5.6,41.6,0.117
5,BOS,Jeff Green,0.441,0.344,0.784,32.8,14.3,5.1,1.6,24.3,0.073
6,MIL,Yi Jianlian,0.404,0.333,0.78,22.2,7.9,4.9,0.7,3.1,0.025
7,MIN,Corey Brewer,0.429,0.295,0.7,25.7,10,3,1.6,13.9,0.055
8,CHA,Brandan Wright,0.601,0,0.683,15.7,7.2,3.6,0.4,17.6,0.183
9,CHI,Joakim Noah,0.499,0,0.728,29.8,9.9,9.4,2.7,51.3,0.171
10,SAC,Spencer Hawes,0.465,0.359,0.704,24.8,9.6,6.4,2,17.9,0.069
11,ATL,Acie Law,0.413,0.235,0.778,12.7,3.9,1,1.6,1.6,0.032
12,PHI,Thaddeus Young,0.499,0.325,0.699,30.1,13.7,5.5,1.4,35.9,0.11
13,NOK,Julian Wright,0.499,0.262,0.584,13.2,3.9,2.3,0.8,3.9,0.061
14,LAC,Al Thornton,0.452,0.293,0.747,28,11.9,4.2,1.2,6.1,0.035
15,DET,Rodney Stuckey,0.423,0.287,0.827,28.9,13.4,2.9,3.9,22.8,0.078
16,WAS,Nick Young,0.429,0.377,0.827,23.8,12.2,2,1.1,12.5,0.052
17,NJN,Sean Williams,0.511,0,0.624,14.4,4.2,3.4,0.3,3,0.073
18,GSW,Marco Belinelli,0.432,0.397,0.814,22.8,9.5,2,1.6,17.1,0.081
19,LAL,Javaris Crittenton,0.442,0.231,0.638,16.4,5.3,2.4,1.8,0.1,0.002
20,MIA,Jason Smith,0.473,0.259,0.768,16.7,6,3.5,0.6,8.9,0.075
21,PHI,Daequan Cook,0.369,0.359,0.813,18.3,6.4,2.1,0.7,4.9,0.039
22,CHA,Jared Dudley,0.467,0.395,0.737,24,8.6,3.4,1.5,29.2,0.11
23,NYK,Wilson Chandler,0.444,0.337,0.778,30.9,13.6,5.1,1.8,16.3,0.068
24,PHO,Rudy Fernandez,0.399,0.36,0.84,24,9.1,2.4,2.2,14.2,0.114
25,UTA,Morris Almond,0.381,0.292,0.743,9.5,3.1,1.2,0.3,0,0.005
26,HOU,Aaron Brooks,0.415,0.371,0.849,23.5,11.1,1.8,3.4,15.2,0.077
27,DET,Arron Afflalo,0.458,0.39,0.815,27.5,11.1,3,2,26.7,0.092
28,SAS,Tiago Splitter,0.561,0,0.68,19.8,8.3,5.3,1.2,19.5,0.182
29,PHO,Alando Tucker,0.423,0.294,0.783,8.4,4.1,1,0.3,0.4,0.045
30,PHI,Petteri Koponen,,,,,,,,,
31,SEA,Carl Landry,0.536,0.176,0.786,23.9,11.5,5.2,0.7,31.7,0.153
32,BOS,Gabe Pruitt,0.321,0.283,0.783,7.4,2,0.8,0.8,0.4,0.043
33,SAS,Marcus Williams,0.318,,,3,1.1,0.9,0.2,-0.1,-0.084
34,DAL,Nick Fazekas,0.561,0,0.682,10.3,4.1,3.4,0.4,0.8,0.148
35,SEA,Glen Davis,0.446,0.196,0.705,22.6,8.6,4.7,0.9,17.2,0.083
36,GSW,Jermareo Davidson,0.425,,0.578,8.3,3.1,1.8,0.3,0,0
37,POR,Josh McRoberts,0.477,0.342,0.709,19.8,5.7,4.1,2.1,17,0.115
38,PHI,Kyrylo Fesenko,0.496,0,0.41,8.2,2.3,2,0.3,0.9,0.038
39,MIA,Stanko Barac,,,,,,,,,
40,LAL,Sun Yue,0.273,0,,2.8,0.6,0,0.2,-0.1,-0.226
41,MIN,Chris Richard,0.483,,0.605,11.1,1.9,2.8,0.4,0.7,0.045
42,POR,Derrick Byars,0.273,0,1,18.5,5,5.5,0.5,0.1,0.147
43,NOK,Adam Haluska,,,,,,,,,
44,ORL,Reyshawn Terry,,,,,,,,,
45,LAC,Jared Jordan,,,,,,,,,
46,GSW,Stephane Lasme,0.451,,0.594,18.9,5.2,3.3,0.2,0.3,0.041
47,WAS,Dominic McGuire,0.419,0.188,0.658,15.6,2.7,3.4,1.2,4.1,0.037
48,LAL,Marc Gasol,0.511,0.152,0.751,33.8,13.6,7.9,2.9,49.2,0.157
49,CHI,Aaron Gray,0.509,0,0.562,12.1,3.4,3.7,0.7,6.2,0.077
50,DAL,Renaldas Seibutis,,,,,,,,,
51,CHI,JamesOn Curry,,,,0,0,0,0,0,
52,POR,Taurean Green,0.28,0.182,0.917,4.4,1.6,0.6,0.6,-0.1,-0.066
53,POR,Demetris Nichols,0.281,0.2,0.5,3.2,1.2,0.4,0.1,-0.2,-0.203
54,HOU,Brad Newley,,,,,,,,,
55,UTA,Herbert Hill,,,,,,,,,
56,MIL,Ramon Sessions,0.438,0.312,0.8,25.6,11.6,2.9,4.6,22.8,0.09
57,DET,Sammy Mejia,,,,,,,,,
58,SAS,Giorgos Printezis,,,,,,,,,
59,PHO,D.J. Strawberry,0.315,0.24,0.474,8.2,2.2,0.8,0.9,-0.2,-0.031
60,DAL,Milovan Rakovic,,,,,,,,, 
1,CHI,Derrick Rose,0.46,0.311,0.816,36.5,20.8,3.8,6.7,30.2,0.135
2,MIA,Michael Beasley,0.45,0.348,0.758,24.9,13.2,4.9,1.3,10.3,0.048
3,MIN,O.J. Mayo,0.433,0.38,0.821,32.3,14.8,3.2,3,19.8,0.066
4,SEA,Russell Westbrook,0.433,0.305,0.816,33.9,20.1,4.9,6.9,42.6,0.136
5,MEM,Kevin Love,0.45,0.364,0.816,32.9,19.2,12.2,2.5,47.8,0.189
6,NYK,Danilo Gallinari,0.417,0.367,0.846,31,14.3,4.6,1.9,23.9,0.127
7,LAC,Eric Gordon,0.439,0.365,0.808,34.2,17.2,2.6,3.2,17.1,0.075
8,MIL,Joe Alexander,0.41,0.34,0.698,11.1,4.2,1.8,0.7,0.5,0.03
9,CHA,D.J. Augustin,0.403,0.375,0.872,24.9,10.2,1.8,4,24,0.106
10,NJN,Brook Lopez,0.51,0,0.79,33.1,18,7.3,1.4,32.1,0.134
11,IND,Jerryd Bayless,0.413,0.354,0.823,20,8.4,1.9,2.9,13.5,0.083
12,SAC,Jason Thompson,0.498,0.037,0.656,26.8,9.8,7,1.1,19.6,0.075
13,POR,Brandon Rush,0.435,0.409,0.718,24.8,8.2,3.3,1.1,9,0.053
14,GSW,Anthony Randolph,0.453,0.241,0.74,15.2,7.1,4.3,0.7,5.8,0.072
15,PHO,Robin Lopez,0.532,0,0.759,20.4,8.1,4.9,0.5,24.1,0.136
16,PHI,Marreese Speights,0.469,0.23,0.771,15.6,7.5,4.3,0.5,15.5,0.111
17,TOR,Roy Hibbert,0.468,0.286,0.74,26.1,11.2,6.8,1.5,28.9,0.114
18,WAS,JaVale McGee,0.541,0.2,0.586,20.3,8.6,5.6,0.4,18.3,0.118
19,CLE,J.J. Hickson,0.509,0,0.636,23.6,10.2,7.2,0.9,19.3,0.092
20,CHA,Alexis Ajinca,0.49,0.324,0.777,11.7,4.3,3,0.4,2.4,0.075
21,NJN,Ryan Anderson,0.427,0.387,0.857,25,12.3,5.6,0.9,30.3,0.16
22,ORL,Courtney Lee,0.452,0.386,0.847,26.5,9.6,2.7,1.5,22.6,0.091
23,UTA,Kosta Koufos,0.532,0,0.615,14.9,5.4,4.5,0.4,14.6,0.133
24,SEA,Serge Ibaka,0.545,0.378,0.732,27.6,11,7.4,0.5,37.2,0.166
25,HOU,Nicolas Batum,0.452,0.369,0.832,30.4,11.5,5,2.7,32.8,0.124
26,SAS,George Hill,0.448,0.371,0.808,27.8,10.7,3,3,36.4,0.145
27,NOH,Darrell Arthur,0.448,0.305,0.759,17.9,6.5,3.7,0.7,8.2,0.068
28,MEM,Donte Greene,0.406,0.304,0.701,16.8,6.1,2.4,0.7,1.5,0.017
29,DET,D.J. White,0.507,0.333,0.72,15.3,5.9,3.2,0.6,3.8,0.087
30,BOS,J.R. Giddens,0.476,0,0.565,6.5,1.9,1.4,0.3,0.1,0.027
31,MIN,Nikola Pekovic,0.532,,0.752,25.5,13,6.9,0.7,18.2,0.146
32,SEA,Walter Sharpe,0.364,0,0,2.5,1,0.4,0,-0.1,-0.131
33,POR,Joey Dorsey,0.504,,0.456,9.9,2.5,3.6,0.5,0.9,0.063
34,MIN,Mario Chalmers,0.426,0.372,0.77,27.5,8.7,2.4,3.8,25.3,0.099
35,LAC,DeAndre Jordan,0.653,0,0.426,24.7,7.4,7.9,0.5,31.7,0.14
36,POR,Omer Asik,0.538,0,0.544,19.6,5.6,7.2,0.6,14,0.12
37,MIL,Luc Mbah a Moute,0.458,0.269,0.677,23.6,6.3,4.9,0.9,17.3,0.086
38,CHA,Kyle Weaver,0.441,0.353,0.736,18.9,5,2.2,1.6,1.5,0.051
39,CHI,Sonny Weems,0.474,0.241,0.717,20.3,7.7,2.5,1.5,0.6,0.01
40,NJN,Chris Douglas-Roberts,0.439,0.327,0.83,20.2,7.3,2.2,1.2,5.3,0.059
41,IND,Nathan Jawai,0.435,0,0.684,9.6,2.8,2.4,0.5,0.2,0.02
42,SAC,Sean Singletary,0.365,0.4,0.857,8.2,2.4,0.9,0.8,0,0.006
43,SAC,Patrick Ewing,0,0,0.75,2.7,0.4,0.3,0.3,-0.1,-0.158
44,UTA,Ante Tomic,,,,,,,,,
45,SAS,Goran Dragic,0.461,0.364,0.75,24.7,11.5,2.5,4.5,25.6,0.115
46,SEA,Trent Plaisted,,,,,,,,,
47,WAS,Bill Walker,0.471,0.379,0.757,15.2,5.8,2,0.8,4.5,0.09
48,PHO,Malik Hairston,0.512,0.167,0.514,7.6,2.4,1.2,0.5,0.8,0.086
49,GSW,Richard Hendrix,,,,,,,,,
50,SEA,DeVon Hardin,,,,,,,,,
51,DAL,Shan Foster,,,,,,,,,
52,MIA,Darnell Jackson,0.449,0.235,0.644,7.5,2.2,1.5,0.2,1.3,0.059
53,UTA,Tadija Dragicevic,,,,,,,,,
54,HOU,Maarty Leunen,,,,,,,,,
55,POR,Mike Taylor,0.412,0.325,0.691,15.1,5.7,1.7,2.1,-0.4,-0.028
56,SEA,Sasha Kaun,,,,,,,,,
57,SAS,James Gist,,,,,,,,,
58,LAL,Joe Crawford,0.3,0.25,1,11.5,4.5,2,0.5,0,0.037
59,DET,Deron Washington,,,,,,,,,
60,BOS,Semih Erden,0.546,,0.594,13.4,3.8,2.8,0.4,1.8,0.094
1,LAC,Blake Griffin,0.527,0.243,0.645,35.6,21.4,10.1,3.7,42.4,0.181
2,MEM,Hasheem Thabeet,0.567,,0.578,10.5,2.2,2.7,0.1,4.8,0.099
3,OKC,James Harden,0.443,0.367,0.851,31.5,18.1,4,4,48.4,0.195
4,SAC,Tyreke Evans,0.445,0.276,0.765,33.4,16.8,4.8,4.9,17.4,0.074
5,MIN,Ricky Rubio,0.37,0.322,0.798,31.8,10.1,4.2,8.2,11.1,0.091
6,MIN,Jonny Flynn,0.4,0.338,0.809,22.9,9.2,1.9,3.9,-1.1,-0.015
7,GSW,Stephen Curry,0.467,0.438,0.899,35.5,20.4,4.1,6.7,39.5,0.155
8,NYK,Jordan Hill,0.512,0,0.683,16.9,6.9,5.4,0.6,11,0.117
9,TOR,DeMar DeRozan,0.445,0.266,0.815,33.3,16.8,3.7,2.2,22.4,0.082
10,MIL,Brandon Jennings,0.391,0.351,0.799,34.3,16.6,3.3,6.1,24.1,0.089
11,NJN,Terrence Williams,0.412,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004
12,CHA,Gerald Henderson,0.444,0.296,0.784,26.9,11.8,3.3,2,10.8,0.061
13,IND,Tyler Hansbrough,0.432,0,0.751,18.8,8,4.7,0.5,16.4,0.131
14,PHO,Earl Clark,0.404,0.331,0.671,14.1,4.4,3,0.5,2.9,0.04
15,DET,Austin Daye,0.403,0.348,0.777,14.5,5.3,2.6,0.7,4.3,0.053
16,CHI,James Johnson,0.451,0.265,0.717,18.4,6.5,3.2,1.6,7.3,0.068
17,PHI,Jrue Holiday,0.438,0.373,0.787,33,13.5,3.6,6,16.6,0.071
18,MIN,Ty Lawson,0.474,0.376,0.781,30.2,14.1,2.9,6,31.5,0.144
19,ATL,Jeff Teague,0.447,0.339,0.829,24.9,10.7,2,4.7,20.2,0.104
20,UTA,Eric Maynor,0.392,0.35,0.721,14.6,4.3,1.3,2.8,3.3,0.041
21,NOH,Darren Collison,0.463,0.36,0.858,28.8,12,2.7,4.9,23.5,0.102
22,POR,Victor Claver,0.394,0.267,0.585,14.2,3.3,2.3,0.8,0.1,0.005
23,SAC,Omri Casspi,0.423,0.35,0.677,20.5,7.7,3.8,1.1,9.8,0.068
24,DAL,Byron Mullens,0.408,0.319,0.706,18.2,7.4,4.2,0.8,0.6,0.008
25,OKC,Rodrigue Beaubois,0.439,0.325,0.81,15.9,7.1,1.9,2.1,4.8,0.079
26,CHI,Taj Gibson,0.486,0.053,0.684,24.4,9.2,6.2,0.9,24.3,0.126
27,MEM,DeMarre Carroll,0.451,0.349,0.753,19.2,6.4,3.3,1,10.6,0.105
28,MIN,Wayne Ellington,0.42,0.385,0.854,18,6.4,1.9,1,5.6,0.047
29,LAL,Toney Douglas,0.405,0.353,0.824,19.1,7.8,2.2,2.2,9,0.076
30,CLE,Christian Eyenga,0.411,0.277,0.611,20.6,6.3,2.7,0.8,-0.4,-0.02
31,SAC,Jeff Pendergraph,0.544,0.5,0.776,10.8,3.1,2.9,0.5,5,0.128
32,WAS,Jermaine Taylor,0.441,0.284,0.73,12.1,5.4,1.7,0.7,0.2,0.014
33,POR,Dante Cunningham,0.475,0.036,0.648,19.4,6.2,3.9,0.7,13.8,0.093
34,DEN,Sergio Llull,,,,,,,,,
35,DET,DaJuan Summers,0.384,0.367,0.642,9.9,3.3,1,0.3,-0.1,-0.008
36,MEM,Sam Young,0.442,0.28,0.742,15.9,5.8,2.3,0.7,5.2,0.063
37,SAS,DeJuan Blair,0.529,0,0.612,18.1,7.5,5.5,0.9,19,0.137
38,POR,Jon Brockman,0.488,0,0.618,10.5,2.1,3.1,0.3,3.7,0.113
39,DET,Jonas Jerebko,0.472,0.33,0.754,20.6,7.5,4.4,0.7,11.5,0.102
40,CHA,Derrick Brown,0.515,0.317,0.637,14.9,5.2,2.4,0.7,4.5,0.085
41,MIL,Jodie Meeks,0.424,0.376,0.875,24.3,9.7,2.2,1.1,17.6,0.098
42,LAL,Patrick Beverley,0.417,0.371,0.801,25.6,8.3,3.2,2.8,6.7,0.127
43,MIA,Marcus Thornton,0.431,0.36,0.827,25.9,13.3,3,1.5,16.6,0.089
44,DET,Chase Budinger,0.426,0.356,0.804,20.8,8.9,3.2,1.2,11,0.091
45,MIN,Nick Calathes,0.457,0.311,0.611,16.5,4.9,1.9,2.9,1.5,0.062
46,CLE,Danny Green,0.439,0.417,0.813,23.2,8.8,3,1.4,15.2,0.126
47,MIN,Henk Norel,,,,,,,,,
48,PHO,Taylor Griffin,0.4,0,0.5,4,1.3,0.3,0.1,0,-0.039
49,ATL,Sergiy Gladyr,,,,,,,,,
50,UTA,Goran Suton,,,,,,,,,
51,SAS,Jack McClinton,,,,,,,,,
52,IND,A.J. Price,0.383,0.322,0.747,15.4,6,1.5,2.2,4.6,0.06
53,SAS,Nando De Colo,0.429,0.363,0.835,11.9,3.8,1.8,1.7,2.4,0.081
54,CHA,Robert Vaden,,,,,,,,,
55,POR,Patrick Mills,0.454,0.406,0.847,14.3,7.3,1.3,1.6,8.6,0.127
56,DAL,Ahmad Nivins,,,,,,,,,
57,PHO,Emir Preldzic,,,,,,,,,
58,BOS,Lester Hudson,0.372,0.263,0.81,10.3,4.8,1.3,1.3,0,0.003
59,LAL,Chinemelu Elonu,,,,,,,,,
60,MIA,Robert Dozier,,,,,,,,, 
1,WAS,John Wall,0.427,0.305,0.79,36,17.7,4.3,8.3,19.1,0.093
2,PHI,Evan Turner,0.427,0.323,0.771,28.8,11,5.2,3.1,8.2,0.043
3,NJN,Derrick Favors,0.509,0,0.658,23.8,9.8,6.9,0.9,16.3,0.109
4,MIN,Wesley Johnson,0.409,0.347,0.749,24.9,8.1,3.2,1.3,3.9,0.027
5,SAC,DeMarcus Cousins,0.463,0.148,0.718,30.4,18,10.3,2.4,18.8,0.099
6,GSW,Ekpe Udoh,0.428,0,0.718,18.7,4.4,3.5,0.7,5.4,0.059
7,DET,Greg Monroe,0.508,0,0.68,31.3,14,9,2.3,26.1,0.127
8,LAC,Al-Farouq Aminu,0.442,0.292,0.727,23,6.5,5.4,1.1,8.5,0.057
9,UTA,Gordon Hayward,0.438,0.365,0.816,28.6,12.2,3.5,3.2,16.2,0.092
10,IND,Paul George,0.428,0.36,0.828,31.8,15.3,6.1,2.9,28.2,0.149
11,NOH,Cole Aldrich,0.535,,0.786,7.8,2,2.5,0.2,2.8,0.122
12,MEM,Xavier Henry,0.406,0.325,0.635,15.8,5.7,1.9,0.6,0.7,0.011
13,TOR,Ed Davis,0.546,0,0.592,20.9,7,5.9,0.7,16.4,0.133
14,HOU,Patrick Patterson,0.484,0.374,0.724,22.6,8.3,4.6,1,12.6,0.103
15,MIL,Larry Sanders,0.473,0,0.559,19.7,6.4,5.8,0.7,9.1,0.104
16,MIN,Luke Babbitt,0.375,0.369,0.733,12.2,4.2,2.3,0.5,1.6,0.041
17,CHI,Kevin Seraphin,0.487,0,0.716,16.6,6.4,3.6,0.5,3.6,0.041
18,OKC,Eric Bledsoe,0.446,0.331,0.762,22.2,8.8,3,3.5,8.8,0.077
